"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe","submitted_species_name","name_validation","score","data_source_title"
"Spondias mombin","Present",1,">10cm","1303","1303_1","Mexico","UCIRI","Restoration","Restoration","30x30",4911,2332,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Spondias mombin,S.","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Hibiscus elatus","Present",3,">10cm","1303","1303_1","Mexico","UCIRI","Restoration","Restoration","30x30",4912,2332,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Hibiscus elatus","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dendropanax","Present",1,">10cm","1303","1303_1","Mexico","UCIRI","Restoration","Restoration","30x30",4913,2332,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Dendropanax Sp.","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Zanthoxylum rhoifolium","Present",6,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4914,2333,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Zanthoxylum rhoifolium","Resolved",0.988,"The International Plant Names Index"
"Inga vera","Present",1,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4915,2333,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Inga vera","Resolved",0.988,"The International Plant Names Index"
"Palo de canela silvestre","Present",2,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4916,2333,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"Persea caerulea","Present",1,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4917,2333,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Persea caerulea","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Gliricidia sepium","Present",1,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4918,2334,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Gliricidia Sepium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Cedrela odorata","Present",2,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4919,2334,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Cedrela odorata","Resolved",NA,NA
"Croton draco","Present",1,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4920,2334,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Croton draco","Resolved",0.988,"The International Plant Names Index"
"Spondias mombin","Present",1,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4921,2334,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Spondias mombin, s.","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Inga vera","Present",2,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4922,2334,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Inga vera","Resolved",0.988,"The International Plant Names Index"
"Zanthoxylum rhoifolium","Present",1,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4923,2334,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Zanthoxylum rhoifolium","Resolved",0.988,"The International Plant Names Index"
"Annona squamosa","Present",1,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4924,2334,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Annona squamosa","Resolved",0.988,"The International Plant Names Index"
"Inga vera","Present",4,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4925,2335,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Inga vera","Resolved",0.988,"The International Plant Names Index"
"Cedrela odorata","Present",1,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4926,2335,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Cedrela odorata","Resolved",NA,NA
"Hibiscus elatus","Present",2,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4927,2335,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Hibiscus elatus","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Annona squamosa","Present",2,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4928,2335,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Annona squamosa","Resolved",0.988,"The International Plant Names Index"
"Quercus xalapensis","Present",1,">10cm","1311","1311_1","Mexico","UCIRI","Restoration","Restoration","30x30",4929,2335,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Quercus xalapensis","Resolved",0.988,"The International Plant Names Index"
"Liquidambar styraciflua","Present",8,">10cm","1287","1287_1","Mexico","UCIRI","Restoration","Restoration","30x30",4930,2336,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por m","Y0","Liquidambar Styraciflua","Resolved",0.988,"The International Plant Names Index"
"Spondias mombin","Present",1,">10cm","1287","1287_1","Mexico","UCIRI","Restoration","Restoration","30x30",4931,2336,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por m","Y0","Spondias mombin, S.","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Palo de canela silvestre","Present",2,">10cm","1287","1287_1","Mexico","UCIRI","Restoration","Restoration","30x30",4932,2336,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"Dendropanax","Present",2,">10cm","1287","1287_1","Mexico","UCIRI","Restoration","Restoration","30x30",4933,2336,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por m","Y0","Dendropanax Sp.","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Palo de leche amarillo","Present",2,">10cm","1287","1287_1","Mexico","UCIRI","Restoration","Restoration","30x30",4934,2336,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por m","Y0","Palo de leche amarillo","Needs Review",NA,NA
"Gliricidia sepium","Present",5,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4935,2337,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Gliricidia Sepium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Annona squamosa","Present",2,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4936,2337,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Annona squamosa","Resolved",0.988,"The International Plant Names Index"
"Spondias mombin","Present",2,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4937,2337,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Spondias mombin, S.","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Inga vera","Present",1,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4938,2337,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Inga vera","Resolved",0.988,"The International Plant Names Index"
"Quercus xalapensis","Present",2,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4939,2337,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Cuercus xajalapensis","Resolved",0.988,"The International Plant Names Index"
"Croton draco","Present",2,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4940,2337,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Croton draco","Resolved",0.988,"The International Plant Names Index"
"Cojoba arborea","Present",1,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4941,2337,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Cojoba arbórea","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Inga vera","Present",2,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4942,2338,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Inga vera","Resolved",0.988,"The International Plant Names Index"
"Diphysa americana","Present",2,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4943,2338,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Diphysa americana","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Zanthoxylum rhoifolium","Present",2,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4944,2338,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Zanthoxylum rhoifolium","Resolved",0.988,"The International Plant Names Index"
"Annona squamosa","Present",3,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4945,2338,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Annona squamosa","Resolved",0.988,"The International Plant Names Index"
"Monstera deliciosa","Present",3,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4946,2338,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Monstera deliciosa","Resolved",0.988,"The International Plant Names Index"
"Dendropanax","Present",1,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4947,2338,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Dendropanax Sp.","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Gliricidia sepium","Present",1,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4948,2338,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Gliricidia Sepium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Cupania dentata","Present",2,">10cm","1292","1292_1","Mexico","UCIRI","Restoration","Restoration","30x30",4949,2338,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Copania dentata","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Inga vera","Present",2,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4950,2339,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Inga vera","Resolved",0.988,"The International Plant Names Index"
"Gliricidia sepium","Present",2,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4951,2339,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Gliricidia Sepium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Annona squamosa","Present",3,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4952,2339,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Annona squamosa","Resolved",0.988,"The International Plant Names Index"
"Croton draco","Present",1,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4953,2339,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Croton draco","Resolved",0.988,"The International Plant Names Index"
"Hibiscus elatus","Present",3,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4954,2339,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Hibiscus elatus","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Inga vera","Present",5,">10cm","1286","1286_1","Mexico","UCIRI","Restoration","Restoration","30x30",4955,2340,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Inga vera","Resolved",0.988,"The International Plant Names Index"
"Cojoba arborea","Present",1,">10cm","1286","1286_1","Mexico","UCIRI","Restoration","Restoration","30x30",4956,2340,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Cojoba arbórea","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dendropanax","Present",3,">10cm","1286","1286_1","Mexico","UCIRI","Restoration","Restoration","30x30",4957,2340,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Dendropanax Sp.","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Persea americana","Present",1,">10cm","1286","1286_1","Mexico","UCIRI","Restoration","Restoration","30x30",4958,2340,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Persea Americana","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Annona squamosa","Present",1,">10cm","1286","1286_1","Mexico","UCIRI","Restoration","Restoration","30x30",4959,2340,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Annona squamosa","Resolved",0.988,"The International Plant Names Index"
"Annona squamosa","Present",2,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4960,2342,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Annona squamosa","Resolved",0.988,"The International Plant Names Index"
"Dendropanax","Present",2,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4961,2342,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Dendropanax Sp.","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Inga vera","Present",3,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4962,2342,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Inga vera","Resolved",0.988,"The International Plant Names Index"
"Hibiscus elatus","Present",8,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",4963,2342,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Hibiscus elatus","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Gliricidia sepium","Present",3,">10cm","1300","1300_1","Mexico","UCIRI","Restoration","Restoration","30x30",4964,2343,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Gliricidia Sepium","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Inga vera","Present",2,">10cm","1300","1300_1","Mexico","UCIRI","Restoration","Restoration","30x30",4965,2343,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Inga vera","Resolved",0.988,"The International Plant Names Index"
"Dendropanax","Present",2,">10cm","1300","1300_1","Mexico","UCIRI","Restoration","Restoration","30x30",4966,2343,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Dendropanax Sp.","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Annona squamosa","Present",1,">10cm","1300","1300_1","Mexico","UCIRI","Restoration","Restoration","30x30",4967,2343,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Annona squamosa","Resolved",0.988,"The International Plant Names Index"
"Zanthoxylum rhoifolium","Present",2,">10cm","1300","1300_1","Mexico","UCIRI","Restoration","Restoration","30x30",4968,2343,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Zanthoxylum rhoifolium","Resolved",0.988,"The International Plant Names Index"
