"Organization_Name","Site_ID","Plot_ID","SiteType","Plot_Type","Coordinate_System_Used","Northeast_Corner_of_30m_x_30m_Plot","Northeast_Corner_of_30m_x_30m_Plot_latitude","Northeast_Corner_of_30m_x_30m_Plot_longitude","Northeast_Corner_of_30m_x_30m_Plot_altitude","Northeast_Corner_of_30m_x_30m_Plot_precision","Northeast_Corner_of_30m_x_30m_Plot_wkt","Southeast_Corner_of_30m_x_30m_Plot","Southeast_Corner_of_30m_x_30m_Plot_latitude","Southeast_Corner_of_30m_x_30m_Plot_longitude","Southeast_Corner_of_30m_x_30m_Plot_altitude","Southeast_Corner_of_30m_x_30m_Plot_precision","Southeast_Corner_of_30m_x_30m_Plot_wkt","Southwest_Corner_of_30m_x_30m_Plot","Southwest_Corner_of_30m_x_30m_Plot_latitude","Southwest_Corner_of_30m_x_30m_Plot_longitude","Southwest_Corner_of_30m_x_30m_Plot_altitude","Southwest_Corner_of_30m_x_30m_Plot_precision","Southwest_Corner_of_30m_x_30m_Plot_wkt","Northwest_Corner_of_30m_x_30m_Plot","Northwest_Corner_of_30m_x_30m_Plot_latitude","Northwest_Corner_of_30m_x_30m_Plot_longitude","Northwest_Corner_of_30m_x_30m_Plot_altitude","Northwest_Corner_of_30m_x_30m_Plot_precision","Northwest_Corner_of_30m_x_30m_Plot_wkt","Centroid_of_3m_x_3m_Subplot","Centroid_of_3m_x_3m_Subplot_latitude","Centroid_of_3m_x_3m_Subplot_longitude","Centroid_of_3m_x_3m_Subplot_altitude","Centroid_of_3m_x_3m_Subplot_precision","Centroid_of_3m_x_3m_Subplot_wkt","Northeast_Corner_of_10m_x_10m_Plot","Northeast_Corner_of_10m_x_10m_Plot_latitude","Northeast_Corner_of_10m_x_10m_Plot_longitude","Northeast_Corner_of_10m_x_10m_Plot_altitude","Northeast_Corner_of_10m_x_10m_Plot_precision","Northeast_Corner_of_10m_x_10m_Plot_wkt","Southeast_Corner_of_10m_x_10m_Plot","Southeast_Corner_of_10m_x_10m_Plot_latitude","Southeast_Corner_of_10m_x_10m_Plot_longitude","Southeast_Corner_of_10m_x_10m_Plot_altitude","Southeast_Corner_of_10m_x_10m_Plot_precision","Southeast_Corner_of_10m_x_10m_Plot_wkt","Southwest_Corner_of_10m_x_10m_Plot","Southwest_Corner_of_10m_x_10m_Plot_latitude","Southwest_Corner_of_10m_x_10m_Plot_longitude","Southwest_Corner_of_10m_x_10m_Plot_altitude","Southwest_Corner_of_10m_x_10m_Plot_precision","Southwest_Corner_of_10m_x_10m_Plot_wkt","Northwest_Corner_of_10m_x_10m_Plot","Northwest_Corner_of_10m_x_10m_Plot_latitude","Northwest_Corner_of_10m_x_10m_Plot_longitude","Northwest_Corner_of_10m_x_10m_Plot_altitude","Northwest_Corner_of_10m_x_10m_Plot_precision","Northwest_Corner_of_10m_x_10m_Plot_wkt","Centroid_of_3m_x_3m_Subplot2_latitude","Centroid_of_3m_x_3m_Subplot2_longitude","Centroid_of_3m_x_3m_Subplot2_altitude","Centroid_of_3m_x_3m_Subplot2_precision","Centroid_of_3m_x_3m_Subplot2","Centroid_of_3m_x_3m_Subplot1_latitude","Centroid_of_3m_x_3m_Subplot1_longitude","Centroid_of_3m_x_3m_Subplot1_altitude","Centroid_of_3m_x_3m_Subplot1_precision","Centroid_of_3m_x_3m_Subplot1","Centroid_of_3m_x_3m_Subplot2_wkt","Centroid_of_3m_x_3m_Subplot1_wkt"
"Faja Lobi","95","Bloc 7","Restoration","Restoration","Nord-sud","-4.9440799 19.4196276 660.5 4.12",-4.9440799,19.4196276,660.5,4.12,"POINT (19.4196276 -4.9440799 660.5)","-4.9440757 19.4196267 660.5 3.9",-4.9440757,19.4196267,660.5,3.9,"POINT (19.4196267 -4.9440757 660.5)","-4.9440717 19.41963 660.5 3.9",-4.9440717,19.41963,660.5,3.9,"POINT (19.41963 -4.9440717 660.5)","-4.9440633 19.41963 660.5 3.9",-4.9440633,19.41963,660.5,3.9,"POINT (19.41963 -4.9440633 660.5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","Iseme","Restoration","Restoration","05°13.761' 
019°19.972","-4.9181947 19.4354736 677.5361328125 4.516",-4.9181947,19.4354736,677.5361328125,4.516,"POINT (19.4354736 -4.9181947 677.5361328125)","-4.9179238 19.4354321 668.5528564453125 4.995",-4.9179238,19.4354321,668.552856445312,4.995,"POINT (19.4354321 -4.9179238 668.5528564453125)","-4.9182913 19.4354288 666.857666015625 3.977",-4.9182913,19.4354288,666.857666015625,3.977,"POINT (19.4354288 -4.9182913 666.857666015625)","-4.9181334 19.4356129 668.146728515625 3.977",-4.9181334,19.4356129,668.146728515625,3.977,"POINT (19.4356129 -4.9181334 668.146728515625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2","Restoration","Restoration","Nord-sud","-4.918419 19.4359402 681.229248046875 4.269",-4.918419,19.4359402,681.229248046875,4.269,"POINT (19.4359402 -4.918419 681.229248046875)","-4.9187666 19.4360119 674.49072265625 4.58",-4.9187666,19.4360119,674.49072265625,4.58,"POINT (19.4360119 -4.9187666 674.49072265625)","-4.9188048 19.4360095 663.08349609375 4.898",-4.9188048,19.4360095,663.08349609375,4.898,"POINT (19.4360095 -4.9188048 663.08349609375)","-4.9184013 19.4359432 672.7685546875 4.317",-4.9184013,19.4359432,672.7685546875,4.317,"POINT (19.4359432 -4.9184013 672.7685546875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2.3","Restoration","Restoration","Nord-sud","-4.9175007 19.4343756 660.7061767578125 4.824",-4.9175007,19.4343756,660.706176757812,4.824,"POINT (19.4343756 -4.9175007 660.7061767578125)","-4.9178557 19.4343242 667.9071044921875 3.964",-4.9178557,19.4343242,667.907104492188,3.964,"POINT (19.4343242 -4.9178557 667.9071044921875)","-4.9178525 19.4343308 662.522705078125 4.386",-4.9178525,19.4343308,662.522705078125,4.386,"POINT (19.4343308 -4.9178525 662.522705078125)","-4.9174937 19.4343837 670.7415771484375 4.502",-4.9174937,19.4343837,670.741577148438,4.502,"POINT (19.4343837 -4.9174937 670.7415771484375)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2.4","Restoration","Restoration","Nord-sud","-4.9190795 19.4343752 666.078369140625 4.898",-4.9190795,19.4343752,666.078369140625,4.898,"POINT (19.4343752 -4.9190795 666.078369140625)","-4.9194405 19.4342715 660.5316162109375 4.63",-4.9194405,19.4342715,660.531616210938,4.63,"POINT (19.4342715 -4.9194405 660.5316162109375)","-4.919394 19.4343524 660.549072265625 4.337",-4.919394,19.4343524,660.549072265625,4.337,"POINT (19.4343524 -4.919394 660.549072265625)","-4.9190526 19.4343408 666.95263671875 4.63",-4.9190526,19.4343408,666.95263671875,4.63,"POINT (19.4343408 -4.9190526 666.95263671875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","Bloc 3","Restoration","Restoration","Nord-sud","-4.94525 19.419515 676.6 4.6",-4.94525,19.419515,676.6,4.6,"POINT (19.419515 -4.94525 676.6)","-4.9451647 19.4196876 676.0 5.0",-4.9451647,19.4196876,676,5,"POINT (19.4196876 -4.9451647 676.0)","-4.9451508 19.4198411 676.2 3.765",-4.9451508,19.4198411,676.2,3.765,"POINT (19.4198411 -4.9451508 676.2)","-4.9451667 19.4197581 676.2 4.65",-4.9451667,19.4197581,676.2,4.65,"POINT (19.4197581 -4.9451667 676.2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","Bloc 1.1.1","Restoration","Restoration","Nord-sud","-4.9446414 19.4174479 678.9 4.96",-4.9446414,19.4174479,678.9,4.96,"POINT (19.4174479 -4.9446414 678.9)","-4.9446421 19.4174843 678.9 4.2",-4.9446421,19.4174843,678.9,4.2,"POINT (19.4174843 -4.9446421 678.9)","-4.9446284 19.4175642 678.9 4.7",-4.9446284,19.4175642,678.9,4.7,"POINT (19.4175642 -4.9446284 678.9)","-4.9446323 19.417559 678.9 4.933",-4.9446323,19.417559,678.9,4.933,"POINT (19.417559 -4.9446323 678.9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","1.1.1","Restoration","Restoration","Nord-sud","-4.946473 19.4172718 682.6 3.9",-4.946473,19.4172718,682.6,3.9,"POINT (19.4172718 -4.946473 682.6)","-4.9464733 19.4172717 682.6 3.9",-4.9464733,19.4172717,682.6,3.9,"POINT (19.4172717 -4.9464733 682.6)","-4.946152 19.4173178 681.1 4.088",-4.946152,19.4173178,681.1,4.088,"POINT (19.4173178 -4.946152 681.1)","-4.9461483 19.4173183 681.1 3.9",-4.9461483,19.4173183,681.1,3.9,"POINT (19.4173183 -4.9461483 681.1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","Bloc 1.2.1","Restoration","Restoration","Nord-sud.","-4.9514751 19.4141798 685.7 4.811",-4.9514751,19.4141798,685.7,4.811,"POINT (19.4141798 -4.9514751 685.7)","-4.9514346 19.4142213 685.8000000000001 4.75",-4.9514346,19.4142213,685.8,4.75,"POINT (19.4142213 -4.9514346 685.8000000000001)","-4.9513795 19.414259 685.8000000000001 5.0",-4.9513795,19.414259,685.8,5,"POINT (19.414259 -4.9513795 685.8000000000001)","-4.9514425 19.4142006 685.9 4.695",-4.9514425,19.4142006,685.9,4.695,"POINT (19.4142006 -4.9514425 685.9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","Bloc 3","Restoration","Restoration","Nord-sud","-4.952279 19.4136648 688.3000000000001 3.7",-4.952279,19.4136648,688.3,3.7,"POINT (19.4136648 -4.952279 688.3000000000001)","-4.9519133 19.413735 687.4 3.9",-4.9519133,19.413735,687.4,3.9,"POINT (19.413735 -4.9519133 687.4)","-4.9518446 19.413657 686.6 4.725",-4.9518446,19.413657,686.6,4.725,"POINT (19.413657 -4.9518446 686.6)","-4.9522842 19.4136071 686.2 4.587",-4.9522842,19.4136071,686.2,4.587,"POINT (19.4136071 -4.9522842 686.2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2.5","Restoration","Restoration","Nord-sud","-4.9199501 19.4339416 662.974365234375 4.727",-4.9199501,19.4339416,662.974365234375,4.727,"POINT (19.4339416 -4.9199501 662.974365234375)","-4.9203206 19.4339319 659.11279296875 4.63",-4.9203206,19.4339319,659.11279296875,4.63,"POINT (19.4339319 -4.9203206 659.11279296875)","-4.920311 19.4339317 657.140869140625 4.922",-4.920311,19.4339317,657.140869140625,4.922,"POINT (19.4339317 -4.920311 657.140869140625)","-4.9199702 19.4339522 659.994384765625 4.484",-4.9199702,19.4339522,659.994384765625,4.484,"POINT (19.4339522 -4.9199702 659.994384765625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","Bloc 1.1.1","Restoration","Restoration","Nord-sud","-4.9493619 19.4148926 688.8000000000001 4.857",-4.9493619,19.4148926,688.8,4.857,"POINT (19.4148926 -4.9493619 688.8000000000001)","-4.9493702 19.4148893 688.9 4.15",-4.9493702,19.4148893,688.9,4.15,"POINT (19.4148893 -4.9493702 688.9)","-4.9493042 19.4149686 688.8000000000001 4.4",-4.9493042,19.4149686,688.8,4.4,"POINT (19.4149686 -4.9493042 688.8000000000001)","-4.9492699 19.4149859 688.6 4.766",-4.9492699,19.4149859,688.6,4.766,"POINT (19.4149859 -4.9492699 688.6)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2.6","Restoration","Restoration","Coordonnée geographique","-4.9211413 19.4334666 653.8701171875 4.272",-4.9211413,19.4334666,653.8701171875,4.272,"POINT (19.4334666 -4.9211413 653.8701171875)","-4.9215019 19.4334335 646.62890625 4.824",-4.9215019,19.4334335,646.62890625,4.824,"POINT (19.4334335 -4.9215019 646.62890625)","-4.9215636 19.4334459 632.49560546875 4.561",-4.9215636,19.4334459,632.49560546875,4.561,"POINT (19.4334459 -4.9215636 632.49560546875)","-4.9211935 19.4334386 633.05712890625 4.484",-4.9211935,19.4334386,633.05712890625,4.484,"POINT (19.4334386 -4.9211935 633.05712890625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2.7","Restoration","Restoration","Nord-sud","-4.9229701 19.4327183 654.684814453125 4.055",-4.9229701,19.4327183,654.684814453125,4.055,"POINT (19.4327183 -4.9229701 654.684814453125)","-4.9230231 19.4327034 644.83203125 4.801",-4.9230231,19.4327034,644.83203125,4.801,"POINT (19.4327034 -4.9230231 644.83203125)","-4.9233282 19.4326723 630.677490234375 4.68",-4.9233282,19.4326723,630.677490234375,4.68,"POINT (19.4326723 -4.9233282 630.677490234375)","-4.9230042 19.4327265 629.224365234375 4.824",-4.9230042,19.4327265,629.224365234375,4.824,"POINT (19.4327265 -4.9230042 629.224365234375)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2.8","Restoration","Restoration","Nord-sud","-4.9235981 19.4322943 625.63232421875 3.997",-4.9235981,19.4322943,625.63232421875,3.997,"POINT (19.4322943 -4.9235981 625.63232421875)","-4.9244018 19.4320183 621.09912109375 4.192",-4.9244018,19.4320183,621.09912109375,4.192,"POINT (19.4320183 -4.9244018 621.09912109375)","-4.9243977 19.4320023 619.66748046875 4.853",-4.9243977,19.4320023,619.66748046875,4.853,"POINT (19.4320023 -4.9243977 619.66748046875)","-4.9240346 19.4319835 620.023193359375 4.99",-4.9240346,19.4319835,620.023193359375,4.99,"POINT (19.4319835 -4.9240346 620.023193359375)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","Bloc 1.2.1","Restoration","Restoration","Nord-sud","-4.9497023 19.4153818 688.1 4.225",-4.9497023,19.4153818,688.1,4.225,"POINT (19.4153818 -4.9497023 688.1)","-4.9497017 19.4153817 688.0 4.6",-4.9497017,19.4153817,688,4.6,"POINT (19.4153817 -4.9497017 688.0)","-4.9494087 19.4155635 687.4 3.94",-4.9494087,19.4155635,687.4,3.94,"POINT (19.4155635 -4.9494087 687.4)","-4.9494518 19.4155476 687.4 4.25",-4.9494518,19.4155476,687.4,4.25,"POINT (19.4155476 -4.9494518 687.4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2.9","Restoration","Restoration","Nord-sud","-4.9233184 19.4308532 629.376708984375 3.9",-4.9233184,19.4308532,629.376708984375,3.9,"POINT (19.4308532 -4.9233184 629.376708984375)","-4.9234964 19.4308484 621.807861328125 4.406",-4.9234964,19.4308484,621.807861328125,4.406,"POINT (19.4308484 -4.9234964 621.807861328125)","-4.9237327 19.4308483 624.300048828125 4.987",-4.9237327,19.4308483,624.300048828125,4.987,"POINT (19.4308483 -4.9237327 624.300048828125)","-4.9235068 19.4308383 668.633544921875 4.533",-4.9235068,19.4308383,668.633544921875,4.533,"POINT (19.4308383 -4.9235068 668.633544921875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","Bloc 1.2.1","Restoration","Restoration","Nord-sud","-4.949964 19.4141195 696.6 4.78",-4.949964,19.4141195,696.6,4.78,"POINT (19.4141195 -4.949964 696.6)","-4.9499683 19.4141 696.3000000000001 3.9",-4.9499683,19.4141,696.3,3.9,"POINT (19.4141 -4.9499683 696.3000000000001)","-4.9498305 19.4143354 696.2 4.2",-4.9498305,19.4143354,696.2,4.2,"POINT (19.4143354 -4.9498305 696.2)","-4.9497815 19.4143373 695.3000000000001 4.75",-4.9497815,19.4143373,695.3,4.75,"POINT (19.4143373 -4.9497815 695.3000000000001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","Bloc 3","Restoration","Restoration","Nord-sud","-4.950334 19.4146865 693.3000000000001 3.9",-4.950334,19.4146865,693.3,3.9,"POINT (19.4146865 -4.950334 693.3000000000001)","-4.95031 19.4147117 693.6 4.6",-4.95031,19.4147117,693.6,4.6,"POINT (19.4147117 -4.95031 693.6)","-4.9501372 19.4147439 693.6 4.925",-4.9501372,19.4147439,693.6,4.925,"POINT (19.4147439 -4.9501372 693.6)","-4.9502214 19.4147788 693.4 4.45",-4.9502214,19.4147788,693.4,4.45,"POINT (19.4147788 -4.9502214 693.4)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2.10","Restoration","Restoration","Nord-sud","-4.924476 19.4303879 616.033447265625 4.898",-4.924476,19.4303879,616.033447265625,4.898,"POINT (19.4303879 -4.924476 616.033447265625)","-4.9248301 19.4303611 642.84130859375 4.347",-4.9248301,19.4303611,642.84130859375,4.347,"POINT (19.4303611 -4.9248301 642.84130859375)","-4.92485 19.4303825 622.5654296875 4.276",-4.92485,19.4303825,622.5654296875,4.276,"POINT (19.4303825 -4.92485 622.5654296875)","-4.9248473 19.4303813 622.775634765625 3.9",-4.9248473,19.4303813,622.775634765625,3.9,"POINT (19.4303813 -4.9248473 622.775634765625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2.11","Restoration","Restoration","Nord-sud","-4.9250167 19.4312052 617.54248046875 3.964",-4.9250167,19.4312052,617.54248046875,3.964,"POINT (19.4312052 -4.9250167 617.54248046875)","-4.9253506 19.4311898 616.3525390625 4.873",-4.9253506,19.4311898,616.3525390625,4.873,"POINT (19.4311898 -4.9253506 616.3525390625)","-4.9253921 19.4312133 613.493408203125 4.898",-4.9253921,19.4312133,613.493408203125,4.898,"POINT (19.4312133 -4.9253921 613.493408203125)","-4.9250356 19.4312265 622.74560546875 4.873",-4.9250356,19.4312265,622.74560546875,4.873,"POINT (19.4312265 -4.9250356 622.74560546875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2.12","Restoration","Restoration","Nord-sud","-4.925861 19.4303534 610.250244140625 4.898",-4.925861,19.4303534,610.250244140625,4.898,"POINT (19.4303534 -4.925861 610.250244140625)","-4.9261968 19.4303428 607.3759765625 4.898",-4.9261968,19.4303428,607.3759765625,4.898,"POINT (19.4303428 -4.9261968 607.3759765625)","-4.9262104 19.4303324 607.1103515625 4.63",-4.9262104,19.4303324,607.1103515625,4.63,"POINT (19.4303324 -4.9262104 607.1103515625)","-4.9258558 19.430319 607.996337890625 3.9",-4.9258558,19.430319,607.996337890625,3.9,"POINT (19.430319 -4.9258558 607.996337890625)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","2.13","Restoration","Restoration","Nord-sud","-4.9261128 19.4313269 605.375244140625 3.9",-4.9261128,19.4313269,605.375244140625,3.9,"POINT (19.4313269 -4.9261128 605.375244140625)","-4.9265851 19.4320138 606.06591796875 4.824",-4.9265851,19.4320138,606.06591796875,4.824,"POINT (19.4320138 -4.9265851 606.06591796875)","-4.9265736 19.4319967 613.673095703125 4.029",-4.9265736,19.4319967,613.673095703125,4.029,"POINT (19.4319967 -4.9265736 613.673095703125)","-4.9261899 19.4319568 628.371826171875 4.63",-4.9261899,19.4319568,628.371826171875,4.63,"POINT (19.4319568 -4.9261899 628.371826171875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","1.1.1","Restoration","Restoration","Nord-sud","-4.9478397 19.4172666 686.3000000000001 4.7",-4.9478397,19.4172666,686.3,4.7,"POINT (19.4172666 -4.9478397 686.3000000000001)","-4.947855 19.4172617 686.3000000000001 3.9",-4.947855,19.4172617,686.3,3.9,"POINT (19.4172617 -4.947855 686.3000000000001)","-4.9477756 19.417288 686.3000000000001 4.6",-4.9477756,19.417288,686.3,4.6,"POINT (19.417288 -4.9477756 686.3000000000001)","-4.9477259 19.41732 686.3000000000001 4.65",-4.9477259,19.41732,686.3,4.65,"POINT (19.41732 -4.9477259 686.3000000000001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","1.1.1","Restoration","Restoration","Nord-sud","-4.9479563 19.4162643 685.3000000000001 3.8",-4.9479563,19.4162643,685.3,3.8,"POINT (19.4162643 -4.9479563 685.3000000000001)","-4.94797 19.4162567 685.8000000000001 4.5",-4.94797,19.4162567,685.8,4.5,"POINT (19.4162567 -4.94797 685.8000000000001)","-4.9479133 19.4162973 685.8000000000001 4.8",-4.9479133,19.4162973,685.8,4.8,"POINT (19.4162973 -4.9479133 685.8000000000001)","-4.9478972 19.4162643 686.0 4.8",-4.9478972,19.4162643,686,4.8,"POINT (19.4162643 -4.9478972 686.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","Bloc 1.1.1","Restoration","Restoration","Nord-sud","-4.9485938 19.416846 685.4 4.375",-4.9485938,19.416846,685.4,4.375,"POINT (19.416846 -4.9485938 685.4)","-4.9485551 19.4168455 685.5 4.35",-4.9485551,19.4168455,685.5,4.35,"POINT (19.4168455 -4.9485551 685.5)","-4.9483483 19.4169549 685.6 4.7",-4.9483483,19.4169549,685.6,4.7,"POINT (19.4169549 -4.9483483 685.6)","-4.9483233 19.416975 685.6 5.0",-4.9483233,19.416975,685.6,5,"POINT (19.416975 -4.9483233 685.6)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faja Lobi","95","1","Restoration","Restoration","Coordonné geographique","-4.9464786 19.4213431 674.598388671875 4.62",-4.9464786,19.4213431,674.598388671875,4.62,"POINT (19.4213431 -4.9464786 674.598388671875)","-4.9468572 19.4214032 675.9609375 4.873",-4.9468572,19.4214032,675.9609375,4.873,"POINT (19.4214032 -4.9468572 675.9609375)","-4.9468576 19.421408 675.6585693359375 4.801",-4.9468576,19.421408,675.658569335938,4.801,"POINT (19.421408 -4.9468576 675.6585693359375)","-4.9464656 19.4213445 672.8154296875 4.659",-4.9464656,19.4213445,672.8154296875,4.659,"POINT (19.4213445 -4.9464656 672.8154296875)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
