"Species","data_source_title","score","matched_name2"
"Anacardium excelsumº","Tropicos - Missouri Botanical Garden",0.75,"Anacardium"
"xylopia sp","Tropicos - Missouri Botanical Garden",0.75,"Xylopia"
"Brownea ariza","Tropicos - Missouri Botanical Garden",0.988,"Brownea ariza"
"Persea sp.Persea sp.","Tropicos - Missouri Botanical Garden",0.75,"Persea"
"Xylopia sp","Tropicos - Missouri Botanical Garden",0.75,"Xylopia"
"Tabebuia rosea ","Tropicos - Missouri Botanical Garden",0.988,"Tabebuia rosea"
"Cordia africana","Tropicos - Missouri Botanical Garden",0.988,"Cordia africana"
"Balanites aegyptiaca","The International Plant Names Index",0.988,"Balanites aegyptiaca"
"Croton macrostachyus","Tropicos - Missouri Botanical Garden",0.988,"Croton macrostachyus"
"kigeria africana","Tropicos - Missouri Botanical Garden",0.75,"Kigelia africana"
"Swietenia macrophylla1","Tropicos - Missouri Botanical Garden",0.75,"Swietenia"
"Cedrela odorata1","Tropicos - Missouri Botanical Garden",0.75,"Cedrela"
"Pseudosamanea sp TABACO","Tropicos - Missouri Botanical Garden",0.75,"Pseudosamanea"
" Astronium graveolens","The International Plant Names Index",0.988,"Astronium graveolens"
"Cedrela odorata ","Tropicos - Missouri Botanical Garden",0.988,"Cedrela odorata"
" Tabebuia rosea","Tropicos - Missouri Botanical Garden",0.988,"Tabebuia rosea"
"tabebuia chrysantha","Tropicos - Missouri Botanical Garden",0.988,"Tabebuia chrysantha"
"Tabebuia sp.","Tropicos - Missouri Botanical Garden",0.75,"Tabebuia"
"Tabebuia chrysanthav","Tropicos - Missouri Botanical Garden",0.75,"Tabebuia chrysantha"
"Jacaranda sp.","Tropicos - Missouri Botanical Garden",0.75,"Jacaranda"
"Zygia sp.","Tropicos - Missouri Botanical Garden",0.75,"Zygia"
"Platymiscium sp.","Tropicos - Missouri Botanical Garden",0.75,"Platymiscium"
"Schizolobium sp.","Tropicos - Missouri Botanical Garden",0.75,"Schizolobium"
"Ceiba pentandra8","Tropicos - Missouri Botanical Garden",0.75,"Ceiba"
"nterolobium cyclocarpum","Tropicos - Missouri Botanical Garden",0.75,"Enterolobium cyclocarpum"
"Cedrela montana","The International Plant Names Index",0.988,"Cedrela montana"
"Cariniana sp.","Tropicos - Missouri Botanical Garden",0.75,"Cariniana"
"Platymiscium sp2","Tropicos - Missouri Botanical Garden",0.75,"Platymiscium"
"Canarium swheinfurtii","Tropicos - Missouri Botanical Garden",0.75,"Canarium schweinfurtii"
"Gilbertiondendron dewevrii","Tropicos - Missouri Botanical Garden",0.75,"Gilbertiodendron dewevrei"
"Paramacrolobium coeruleum","Tropicos - Missouri Botanical Garden",0.988,"Paramacrolobium coeruleum"
"schizolobium parahyba","The International Plant Names Index",0.988,"Schizolobium parahyba"
"Cleistopholis glauca","Tropicos - Missouri Botanical Garden",0.988,"Cleistopholis glauca"
"Pterocarpus sauyauxii","Tropicos - Missouri Botanical Garden",0.75,"Pterocarpus soyauxii"
"Harrungana madagariensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Copaíba (Copaifera langsdorffii Desf.)","Tropicos - Missouri Botanical Garden",0.75,"Copaiba"
"Coffee arabica (BORBOUN NEGRO)","The International Plant Names Index",0.75,"Coffea arabica"
"Syzygium polycephaloides","Tropicos - Missouri Botanical Garden",0.988,"Syzygium polycephaloides"
"Schinus terebinthifolia","Tropicos - Missouri Botanical Garden",0.988,"Schinus terebinthifolia"
"Croton floribundus Lund. ex Didr.","Tropicos - Missouri Botanical Garden",0.997,"Croton floribundus"
"Pouteria caimito (Ruiz & Pav.) Radlk.","Tropicos - Missouri Botanical Garden",0.999,"Pouteria caimito"
"Anadenanthera macrocarpa (Benth.)","Tropicos - Missouri Botanical Garden",0.997,"Anadenanthera macrocarpa"
"Myrsine","The International Plant Names Index",0.75,"Myrsine"
"Eriotheca pentaphylla (vell.) A. Robyns","Tropicos - Missouri Botanical Garden",0.999,"Eriotheca pentaphylla"
"Micropholis venulosa (Mart. & Eichler) Pierre","Tropicos - Missouri Botanical Garden",0.997,"Micropholis venulosa"
"Sapotaceae","The International Plant Names Index",0.75,"Sapotaceae"
"Symphonia globulifera","The International Plant Names Index",0.988,"Symphonia globulifera"
"Sterculia excelsa","Tropicos - Missouri Botanical Garden",0.988,"Sterculia excelsa"
"Aegiphila intergrifolia","Tropicos - Missouri Botanical Garden",0.75,"Aegiphila integrifolia"
"Ceipa speciosa","Tropicos - Missouri Botanical Garden",0.75,"Ceiba speciosa"
"Iochroma arborescens","Tropicos - Missouri Botanical Garden",0.988,"Iochroma arborescens"
"Bauhinia forficata Link s ","Tropicos - Missouri Botanical Garden",0.997,"Bauhinia forficata"
"Jacaranda micrantha Cham. ","Tropicos - Missouri Botanical Garden",0.999,"Jacaranda micrantha"
"Cariniana estrellensis (Raddi) Kuntze ","Tropicos - Missouri Botanical Garden",0.999,"Cariniana estrellensis"
"Jaracatia spinosa (Aubl.) A. DC. ","The International Plant Names Index",0.997,"Jaracatia spinosa"
"Psidium rufum DC. Nomes populares","Tropicos - Missouri Botanical Garden",0.988,"Psidium rufum"
"Aniba firmula (Ness. & Mart.) Mez ","Tropicos - Missouri Botanical Garden",0.997,"Aniba firmula"
"Calophylum brasiliensis Camb. ","Tropicos - Missouri Botanical Garden",0.96,"Calophyllum brasiliense"
"Cariniana estre//ensis (Raddi) O","Tropicos - Missouri Botanical Garden",0.75,"Cariniana"
"Guapira opposita Vell","Tropicos - Missouri Botanical Garden",0.997,"Guapira opposita"
"paratecoma peroba","Tropicos - Missouri Botanical Garden",0.988,"Paratecoma peroba"
"schysolobium parayba","Tropicos - Missouri Botanical Garden",0.75,"Schizolobium parahyba"
"centrolobium sp","Tropicos - Missouri Botanical Garden",0.75,"Centrolobium"
"apeiba tibourbo","Tropicos - Missouri Botanical Garden",0.75,"Apeiba tibourbou"
"trema micrantha","Tropicos - Missouri Botanical Garden",0.988,"Trema micrantha"
"platimenia reticulata","Tropicos - Missouri Botanical Garden",0.75,"Plathymenia reticulata"
"ceipa speciosa","Tropicos - Missouri Botanical Garden",0.75,"Ceiba speciosa"
"aegiphila intergrifolia","Tropicos - Missouri Botanical Garden",0.75,"Aegiphila integrifolia"
"pouteria","The International Plant Names Index",0.75,"Pouteria"
"theobroma cacao ","The International Plant Names Index",0.988,"Theobroma cacao"
"Dodonaea viscosa ssp angustissima","Tropicos - Missouri Botanical Garden",0.999,"Dodonaea viscosa angustissima"
"Casuarina cunninghamiana","The International Plant Names Index",0.988,"Casuarina cunninghamiana"
"Mallotus cochichinensis","Tropicos - Missouri Botanical Garden",0.75,"Mallotus cochinchinensis"
"Myrsine coriacea","Tropicos - Missouri Botanical Garden",0.988,"Myrsine coriacea"
"Anadenanthera macrocarpa (Benth.) Brenan","Tropicos - Missouri Botanical Garden",0.988,"Anadenanthera macrocarpa"
"Chrysophyllum splendes Spreng.","Tropicos - Missouri Botanical Garden",0.96,"Chrysophyllum splendens"
"Cinnamomum verum","Tropicos - Missouri Botanical Garden",0.988,"Cinnamomum verum"
"Cinnamomum zeylanicum.","Tropicos - Missouri Botanical Garden",0.75,"Cinnamomum"
"Croton floribundus (Euphorbiaceae)","The International Plant Names Index",0.988,"Croton floribundus"
"Jacaranda mimosaefolia D. Don","Tropicos - Missouri Botanical Garden",0.96,"Jacaranda mimosifolia"
"Abarema langsdorfii","Tropicos - Missouri Botanical Garden",0.988,"Abarema langsdorfii"
"Solanum bullatum.","Tropicos - Missouri Botanical Garden",0.75,"Solanum"
"Sparattosperma leucanthum (Vell.)","Tropicos - Missouri Botanical Garden",0.75,"Sparattosperma"
"Tibouchina granulosa (Desr.) Cogn.","Tropicos - Missouri Botanical Garden",0.988,"Tibouchina granulosa"
"Euphorbia heterophylla","Tropicos - Missouri Botanical Garden",0.988,"Euphorbia heterophylla"
"Manga","The International Plant Names Index",0.75,"Manga"
"Jacaranda ulei","Tropicos - Missouri Botanical Garden",0.988,"Jacaranda ulei"
"Myrsine guianensis","Tropicos - Missouri Botanical Garden",0.988,"Myrsine guianensis"
"Annona silvestris","Tropicos - Missouri Botanical Garden",0.999,"Annona silvestris"
"Byrsonima sericea","Tropicos - Missouri Botanical Garden",0.999,"Byrsonima sericea"
"Byrsonima verbascifolia","Tropicos - Missouri Botanical Garden",0.988,"Byrsonima verbascifolia"
"Eschweilera ovata","Tropicos - Missouri Botanical Garden",0.988,"Eschweilera ovata"
"Inga edulis","The International Plant Names Index",0.988,"Inga edulis"
"Miconia","Tropicos - Missouri Botanical Garden",0.75,"Miconia"
"Senefeldera multiflora","Tropicos - Missouri Botanical Garden",0.997,"Senefeldera multiflora"
"Syagrus botryophora","Tropicos - Missouri Botanical Garden",0.988,"Syagrus botryophora"
"Tapirira guianensis","Tropicos - Missouri Botanical Garden",0.999,"Tapirira guianensis"
"Vismia martiana","Tropicos - Missouri Botanical Garden",0.75,"Vismia martiana"
"Xylopia frutescens","The International Plant Names Index",0.988,"Xylopia frutescens"
"Zanthoxylum nemorale","Tropicos - Missouri Botanical Garden",0.999,"Zanthoxylum nemorale"
"Arapatiella psilophylla","Tropicos - Missouri Botanical Garden",0.988,"Arapatiella psilophylla"
"Casearia sylvestris","The International Plant Names Index",0.988,"Casearia sylvestris"
"Campomanesia dichotoma","Tropicos - Missouri Botanical Garden",0.75,"Campomanesia dichotoma"
"Copaifera","Tropicos - Missouri Botanical Garden",0.75,"Copaifera"
"Coussapoa","Tropicos - Missouri Botanical Garden",0.75,"Coussapoa"
"Emmotum nitens","The International Plant Names Index",0.988,"Emmotum nitens"
"Inga affinis","Tropicos - Missouri Botanical Garden",0.988,"Inga affinis"
"Lecythis lurida","Tropicos - Missouri Botanical Garden",0.988,"Lecythis lurida"
"Margaritaria nobilis","The International Plant Names Index",0.988,"Margaritaria nobilis"
"Swartzia polita","Tropicos - Missouri Botanical Garden",0.75,"Swartzia polita"
"Tabebuia","Tropicos - Missouri Botanical Garden",0.75,"Tabebuia"
"Thyrsodium spruceanum","Tropicos - Missouri Botanical Garden",0.988,"Thyrsodium spruceanum"
"Xylopia aromatica","Tropicos - Missouri Botanical Garden",0.988,"Xylopia aromatica"
"Allophylus sericeus","Tropicos - Missouri Botanical Garden",0.988,"Allophylus sericeus"
"Byrsonima crassifolia","Tropicos - Missouri Botanical Garden",0.75,"Byrsonima crassifolia"
"Coccoloba alnifolia","Tropicos - Missouri Botanical Garden",0.988,"Coccoloba alnifolia"
"Croton floribundus","The International Plant Names Index",0.988,"Croton floribundus"
"Guatteria","Tropicos - Missouri Botanical Garden",0.75,"Guatteria"
"Inga subnuda","Tropicos - Missouri Botanical Garden",0.988,"Inga subnuda"
"Melanoxylon brauna","Tropicos - Missouri Botanical Garden",0.988,"Melanoxylon brauna"
"Nectandra","Tropicos - Missouri Botanical Garden",0.75,"Nectandra"
"Ormosia","Tropicos - Missouri Botanical Garden",0.75,"Ormosia"
"Randia armata","The International Plant Names Index",0.988,"Randia armata"
"Myrcia fallax","Tropicos - Missouri Botanical Garden",0.75,"Myrcia fallax"
"Pogonophora schomburgkiana","The International Plant Names Index",0.988,"Pogonophora schomburgkiana"
"Pouteria venosa","Tropicos - Missouri Botanical Garden",0.75,"Pouteria venosa"
"Pterocarpus rohrii","Tropicos - Missouri Botanical Garden",0.75,"Pterocarpus rohrii"
"Schefflera morototoni","The International Plant Names Index",0.988,"Schefflera morototoni"
"Andira fraxinifolia","The International Plant Names Index",0.988,"Andira fraxinifolia"
"Casearia commersoniana","Tropicos - Missouri Botanical Garden",0.988,"Casearia commersoniana"
"Eschweilera mattos-silvae","Tropicos - Missouri Botanical Garden",0.988,"Eschweilera mattos-silvae"
"Jacaranda semiserrata","Tropicos - Missouri Botanical Garden",0.75,"Jacaranda semiserrata"
"Lecythis pisonis","The International Plant Names Index",0.988,"Lecythis pisonis"
"Moldenhawera blanchetiana","The International Plant Names Index",0.988,"Moldenhawera blanchetiana"
"Pera glabrata","Tropicos - Missouri Botanical Garden",0.988,"Pera glabrata"
"Sloanea obtusifolia","Tropicos - Missouri Botanical Garden",0.988,"Sloanea obtusifolia"
"Tabernaemontana","Tropicos - Missouri Botanical Garden",0.75,"Tabernaemontana"
"Bowdichia virgilioides","The International Plant Names Index",0.988,"Bowdichia virgilioides"
"Pera heteranthera","Tropicos - Missouri Botanical Garden",0.988,"Pera heteranthera"
"Tapura guianensis","Tropicos - Missouri Botanical Garden",0.96,"Tapura guianensis"
"Albizia polycephala","Tropicos - Missouri Botanical Garden",0.75,"Albizia polycephala"
"Balizia pedicellaris","Tropicos - Missouri Botanical Garden",0.75,"Balizia pedicellaris"
"Dimorphandra jorgei","Tropicos - Missouri Botanical Garden",0.988,"Dimorphandra jorgei"
"Abarema","Tropicos - Missouri Botanical Garden",0.75,"Abarema"
"Andira","Tropicos - Missouri Botanical Garden",0.75,"Andira"
"Himatanthus phagedaenicus","Tropicos - Missouri Botanical Garden",0.988,"Himatanthus phagedaenicus"
"Piptadenia macrocarpa","The International Plant Names Index",0.988,"Piptadenia macrocarpa"
"Alseis floribunda","The International Plant Names Index",0.988,"Alseis floribunda"
"Aspidosperma discolor","Tropicos - Missouri Botanical Garden",0.988,"Aspidosperma discolor"
"Aspidosperma polyneuron","Tropicos - Missouri Botanical Garden",0.988,"Aspidosperma polyneuron"
"Caesalpinia","Tropicos - Missouri Botanical Garden",0.75,"Caesalpinia"
"Ceiba speciosa","Tropicos - Missouri Botanical Garden",0.988,"Ceiba speciosa"
"Chrysophyllum","Tropicos - Missouri Botanical Garden",0.75,"Chrysophyllum"
"Diospyros","Tropicos - Missouri Botanical Garden",0.75,"Diospyros"
"Dulacia papillosa","Tropicos - Missouri Botanical Garden",0.988,"Dulacia papillosa"
"Eugenia","Tropicos - Missouri Botanical Garden",0.75,"Eugenia"
"Guapira nitida","Tropicos - Missouri Botanical Garden",0.988,"Guapira nitida"
"Handroanthus albus","Tropicos - Missouri Botanical Garden",0.988,"Handroanthus albus"
"Heisteria","Tropicos - Missouri Botanical Garden",0.75,"Heisteria"
"Ocotea","Tropicos - Missouri Botanical Garden",0.75,"Ocotea"
"Plinia","Tropicos - Missouri Botanical Garden",0.75,"Plinia"
"Pradosia lactescens","Tropicos - Missouri Botanical Garden",0.988,"Pradosia lactescens"
"Vatairea heteroptera","Tropicos - Missouri Botanical Garden",0.988,"Vatairea heteroptera"
"Vismia latifolia","The International Plant Names Index",0.988,"Vismia latifolia"
"Cordia","Tropicos - Missouri Botanical Garden",0.75,"Cordia"
"Cupania vernalis","Tropicos - Missouri Botanical Garden",0.988,"Cupania vernalis"
"Andira anthelmia","Tropicos - Missouri Botanical Garden",0.988,"Andira anthelmia"
"Centrolobium robustum","The International Plant Names Index",0.988,"Centrolobium robustum"
"Terminalia dichotoma","Tropicos - Missouri Botanical Garden",0.988,"Terminalia dichotoma"
"Vismia guianensis","The International Plant Names Index",0.988,"Vismia guianensis"
"Attalea funifera","Tropicos - Missouri Botanical Garden",0.988,"Attalea funifera"
"Bauhinia longifolia","The International Plant Names Index",0.988,"Bauhinia longifolia"
"Siparuna guianensis","The International Plant Names Index",0.988,"Siparuna guianensis"
"Hieronyma alchorneoides","Manual validation",NA,"Hieronyma alchorneoides"
"Xylopia sericea","Tropicos - Missouri Botanical Garden",0.988,"Xylopia sericea"
"Cupania oblongifolia","Tropicos - Missouri Botanical Garden",0.988,"Cupania oblongifolia"
"Miconia albicans","Tropicos - Missouri Botanical Garden",0.988,"Miconia albicans"
"Baccharis calvescens","The International Plant Names Index",0.988,"Baccharis calvescens"
"Pera decipiens","Tropicos - Missouri Botanical Garden",0.75,"Pera decipiens"
"Heisteria ovata","Tropicos - Missouri Botanical Garden",0.988,"Heisteria ovata"
"Vismia pentagyna","Tropicos - Missouri Botanical Garden",0.988,"Vismia pentagyna"
"Paypayrola blanchetiana","Tropicos - Missouri Botanical Garden",0.988,"Paypayrola blanchetiana"
"Handroanthus chrysotrichus","Tropicos - Missouri Botanical Garden",0.988,"Handroanthus chrysotrichus"
"Myrsine ferruginea","The International Plant Names Index",0.988,"Myrsine ferruginea"
"Annona silvestris Vell.","Tropicos - Missouri Botanical Garden",0.999,"Annona silvestris"
"Byrsonima sericea DC.","Tropicos - Missouri Botanical Garden",0.999,"Byrsonima sericea"
"Byrsonima verbascifolia (L.) DC.","Tropicos - Missouri Botanical Garden",0.999,"Byrsonima verbascifolia"
"Miconia sp.","Tropicos - Missouri Botanical Garden",0.75,"Miconia"
"Senefeldera multiflora (Mart.) Muell. Arg.","Tropicos - Missouri Botanical Garden",0.997,"Senefeldera multiflora"
"Syagrus botryophora (Mart.) Mart.","Tropicos - Missouri Botanical Garden",0.999,"Syagrus botryophora"
"Tapirira guianensis Aubl.","Tropicos - Missouri Botanical Garden",0.999,"Tapirira guianensis"
"Vismia martiniana","Tropicos - Missouri Botanical Garden",0.75,"Vismia martiana"
"Zanthoxylum nemorale Mart.","Tropicos - Missouri Botanical Garden",0.999,"Zanthoxylum nemorale"
"Compomanesia dichotoma","Tropicos - Missouri Botanical Garden",0.75,"Campomanesia dichotoma"
"Copaífera sp","Tropicos - Missouri Botanical Garden",0.75,"Copaifera"
"Coussapoa sp","Tropicos - Missouri Botanical Garden",0.75,"Coussapoa"
"Swartzia polida","Tropicos - Missouri Botanical Garden",0.75,"Swartzia polita"
"Tabebuia sp","Tropicos - Missouri Botanical Garden",0.75,"Tabebuia"
"Guatteria sp","Tropicos - Missouri Botanical Garden",0.75,"Guatteria"
"Nectandra sp","Tropicos - Missouri Botanical Garden",0.75,"Nectandra"
"Ormosia sp","Tropicos - Missouri Botanical Garden",0.75,"Ormosia"
"Compamanesia dichotoma","Tropicos - Missouri Botanical Garden",0.75,"Campomanesia dichotoma"
"Myrcia falla","Tropicos - Missouri Botanical Garden",0.75,"Myrcia fallax"
"Pouteira venosa","Tropicos - Missouri Botanical Garden",0.75,"Pouteria venosa"
"Pterocarpus rhorii","Tropicos - Missouri Botanical Garden",0.75,"Pterocarpus rohrii"
"Jacaranda semisserrata","Tropicos - Missouri Botanical Garden",0.75,"Jacaranda semiserrata"
"Jacaranda semisserrata Cham.","Tropicos - Missouri Botanical Garden",0.96,"Jacaranda semiserrata"
"Tabernaemontana sp","Tropicos - Missouri Botanical Garden",0.75,"Tabernaemontana"
"Tabernaemontana sp (2)","Tropicos - Missouri Botanical Garden",0.75,"Tabernaemontana"
"Tapira guianensis Aubl.","Tropicos - Missouri Botanical Garden",0.96,"Tapura guianensis"
